opportunity_id,sales_agent,product,account,deal_stage,close_date
408,Darcel Schlecht,GTXPro,Codehow,Lost,2017-03-18
409,Darcel Schlecht,MG Special,Toughzap,Won,2017-03-17
410,Gladys Colclough,MG Special,Rundofase,Lost,2017-03-23
411,Gladys Colclough,MG Special,Funholding,Won,2017-03-23
412,Kary Hendrixson,GTX Basic,Konex,Won,2017-03-27
413,Lajuana Vencill,GTX Basic,Treequote,Lost,2017-05-10
414,Lajuana Vencill,GTX Basic,Zumgoity,Lost,2017-03-20
415,Reed Clapper,GTXPro,Kinnamplus,Lost,2017-03-17
416,Versie Hillebrand,GTX Basic,Domzoom,Lost,2017-03-24
417,Anna Snelling,GTX Basic,Isdom,Won,2017-03-08
418,Cassey Cress,GTX Basic,UNKNOWN,Engaging,
419,Cecily Lampkin,GTX Plus Pro,Cancity,Lost,2017-03-05
420,Corliss Cosme,MG Special,UNKNOWN,Engaging,
421,Corliss Cosme,GTX Plus Basic,Xx-zobam,Won,2017-03-16
422,Maureen Marcano,GTX Plus Basic,Lexiqvolax,Won,2017-03-25
423,Zane Levy,MG Advanced,Hottechi,Lost,2017-03-28
424,Zane Levy,GTXPro,Newex,Won,2017-03-14
425,Anna Snelling,GTX Plus Pro,dambase,Won,2017-03-18
426,Lajuana Vencill,MG Special,Ron-tech,Won,2017-03-27
427,Markita Hansen,MG Advanced,Konex,Won,2017-03-22
428,Rosalina Dieter,GTX Basic,Initech,Engaging,
429,Rosie Papadopoulos,MG Special,Donware,Won,2017-03-26
430,Violet Mclelland,MG Special,Rundofase,Engaging,
431,Violet Mclelland,MG Special,Yearin,Won,2017-03-25
432,Anna Snelling,MG Special,Betatech,Won,2017-03-15
433,Anna Snelling,MG Special,Rundofase,Won,2017-03-01
434,Boris Faz,GTX Plus Pro,Donquadtech,Won,2017-03-19
435,Cassey Cress,MG Special,Mathtouch,Won,2017-03-03
436,Corliss Cosme,GTX Plus Pro,Betasoloin,Won,2017-03-30
437,Donn Cantrell,MG Advanced,Ontomedia,Won,2017-03-25
438,Garret Kinder,GTXPro,Betasoloin,Won,2017-03-21
439,Jonathan Berthelot,GTX Basic,Inity,Won,2017-03-02
440,Maureen Marcano,MG Special,UNKNOWN,Engaging,
441,Rosalina Dieter,MG Advanced,Xx-holding,Won,2017-03-29
442,Vicki Laflamme,GTX Plus Pro,UNKNOWN,Engaging,
443,Vicki Laflamme,GTX Basic,Finjob,Won,2017-03-27
444,Zane Levy,GTX Plus Basic,Fasehatice,Won,2017-03-14
445,Anna Snelling,MG Special,Inity,Won,2017-03-26
446,Darcel Schlecht,MG Special,Finhigh,Won,2017-03-28
447,Donn Cantrell,GTXPro,Kan-code,Won,2017-03-24
448,Hayden Neloms,GTX Plus Pro,UNKNOWN,Engaging,
449,Kami Bicknell,GTXPro,Plusstrip,Won,2017-03-06
450,Kary Hendrixson,GTX Plus Basic,Singletechno,Won,2017-03-08
451,Lajuana Vencill,GTX Basic,Conecom,Lost,2017-05-02
452,Lajuana Vencill,GTX Basic,Ron-tech,Won,2017-03-30
453,Markita Hansen,GTX Basic,UNKNOWN,Engaging,
454,Markita Hansen,MG Special,Bioholding,Engaging,
455,Markita Hansen,GTX Plus Pro,Golddex,Won,2017-03-16
456,Markita Hansen,MG Advanced,Xx-holding,Won,2017-03-11
457,Maureen Marcano,GTX Plus Basic,Hottechi,Lost,2017-03-12
458,Vicki Laflamme,GTXPro,UNKNOWN,Engaging,
459,Vicki Laflamme,GTX Basic,Rantouch,Won,2017-03-20
460,Violet Mclelland,GTX Plus Pro,UNKNOWN,Engaging,
461,Corliss Cosme,GTXPro,Nam-zim,Engaging,
462,Corliss Cosme,GTXPro,UNKNOWN,Engaging,
463,Darcel Schlecht,GTX Plus Pro,Funholding,Lost,2017-03-10
464,Jonathan Berthelot,GTX Basic,Gogozoom,Won,2017-03-28
465,Kami Bicknell,GTX Plus Basic,Plusstrip,Engaging,
466,Kami Bicknell,GTX Basic,Nam-zim,Won,2017-05-06
467,Lajuana Vencill,MG Advanced,Zumgoity,Won,2017-03-12
468,Markita Hansen,GTX Plus Basic,Golddex,Won,2017-03-16
469,Marty Freudenburg,GTX Plus Basic,Rangreen,Lost,2017-03-31
470,Reed Clapper,GTXPro,Donquadtech,Won,2017-03-17
471,Corliss Cosme,GTX Basic,Vehement Capital Partners,Won,2017-03-10
472,Gladys Colclough,MG Special,Zumgoity,Won,2017-03-20
473,Jonathan Berthelot,GTX Basic,Globex Corporation,Won,2017-05-17
474,Lajuana Vencill,MG Special,Gogozoom,Won,2017-03-30
475,Maureen Marcano,GTX Plus Basic,UNKNOWN,Engaging,
476,Violet Mclelland,GTX Basic,Funholding,Engaging,
477,Violet Mclelland,MG Special,Yearin,Won,2017-03-23
478,Anna Snelling,MG Special,Konmatfix,Won,2017-03-16
479,Anna Snelling,MG Special,Treequote,Won,2017-03-27
480,Hayden Neloms,MG Advanced,Vehement Capital Partners,Engaging,
481,James Ascencio,GTXPro,Iselectrics,Engaging,
482,Kami Bicknell,GTXPro,Nam-zim,Won,2017-03-21
483,Kary Hendrixson,MG Special,Plusstrip,Lost,2017-05-08
484,Kary Hendrixson,GTX Basic,Nam-zim,Won,2017-03-14
485,Maureen Marcano,GTX Plus Pro,Xx-holding,Won,2017-05-14
486,Maureen Marcano,GTXPro,Green-Plus,Won,2017-03-25
487,Reed Clapper,MG Special,Donquadtech,Won,2017-05-08
488,Vicki Laflamme,MG Special,UNKNOWN,Engaging,
489,Violet Mclelland,MG Advanced,Sumace,Lost,2017-03-31
490,Donn Cantrell,GTXPro,Zotware,Won,2017-03-29
491,James Ascencio,MG Advanced,Codehow,Engaging,
492,Kami Bicknell,GTX Basic,Golddex,Won,2017-03-28
493,Vicki Laflamme,GTX Basic,Scottech,Engaging,
494,Vicki Laflamme,MG Advanced,Hatfan,Lost,2017-05-05
495,Vicki Laflamme,GTXPro,Xx-holding,Won,2017-03-17
496,Wilburn Farren,MG Advanced,Konex,Won,2017-05-18
497,Corliss Cosme,GTX Plus Pro,Zoomit,Engaging,
498,Corliss Cosme,GTXPro,Inity,Engaging,
499,Corliss Cosme,GTX Plus Basic,Initech,Lost,2017-05-02
500,Elease Gluck,MG Special,Mathtouch,Engaging,
501,Markita Hansen,MG Special,Scotfind,Won,2017-05-18
502,Maureen Marcano,GTX Basic,Condax,Won,2017-03-21
503,Maureen Marcano,GTX Plus Pro,Goodsilron,Won,2017-03-22
504,Maureen Marcano,GTXPro,Green-Plus,Won,2017-03-31
505,Niesha Huffines,GTX Plus Pro,Warephase,Won,2017-05-15
506,Vicki Laflamme,GTX Basic,UNKNOWN,Engaging,
507,Wilburn Farren,MG Advanced,Acme Corporation,Won,2017-03-29
508,Daniell Hammack,GTX Plus Basic,Bubba Gump,Lost,2017-03-28
509,Kami Bicknell,GTX Plus Pro,Acme Corporation,Engaging,
510,Maureen Marcano,MG Special,UNKNOWN,Engaging,
511,Moses Frase,MG Special,Hottechi,Won,2017-06-02
512,Versie Hillebrand,MG Special,Cancity,Won,2017-03-17
513,Violet Mclelland,MG Special,Donware,Lost,2017-03-13
514,Daniell Hammack,MG Advanced,Plussunin,Lost,2017-03-19
515,Gladys Colclough,MG Special,Inity,Won,2017-05-04
516,James Ascencio,GTX Plus Basic,Warephase,Engaging,
517,Jonathan Berthelot,MG Advanced,Genco Pura Olive Oil Company,Won,2017-03-14
518,Kami Bicknell,GTX Basic,Sunnamplex,Won,2017-05-08
519,Kami Bicknell,GTX Basic,Y-corporation,Won,2017-03-14
520,Markita Hansen,GTX Plus Pro,Cheers,Won,2017-03-29
521,Niesha Huffines,GTX Plus Basic,Hottechi,Won,2017-03-23
522,Niesha Huffines,MG Special,Rundofase,Won,2017-05-14
523,Vicki Laflamme,MG Special,Faxquote,Won,2017-03-30
524,Boris Faz,GTX Basic,The New York Inquirer,Lost,2017-03-29
525,Daniell Hammack,GTX Plus Pro,UNKNOWN,Engaging,
526,Garret Kinder,GTXPro,Zotware,Won,2017-06-04
527,James Ascencio,GTX Plus Pro,Groovestreet,Won,2017-05-03
528,Jonathan Berthelot,GTXPro,Conecom,Lost,2017-05-20
529,Kary Hendrixson,GTXPro,UNKNOWN,Engaging,
530,Moses Frase,MG Special,Dontechi,Won,2017-03-29
531,Garret Kinder,GTX Basic,Opentech,Won,2017-03-30
532,Gladys Colclough,GTX Basic,Codehow,Won,2017-06-04
533,James Ascencio,GTX Basic,Sonron,Won,2017-03-01
534,Kami Bicknell,GTX Plus Basic,Rantouch,Lost,2017-05-08
535,Kary Hendrixson,MG Special,Faxquote,Won,2017-03-30
536,Kary Hendrixson,MG Advanced,Plexzap,Won,2017-03-29
537,Kary Hendrixson,MG Advanced,Xx-holding,Won,2017-03-28
538,Markita Hansen,GTX Plus Basic,Y-corporation,Lost,2017-03-26
539,Markita Hansen,MG Special,Sunnamplex,Lost,2017-05-05
540,Moses Frase,MG Advanced,Gogozoom,Won,2017-05-01
541,Vicki Laflamme,MG Special,UNKNOWN,Engaging,
542,Vicki Laflamme,GTX Basic,Xx-holding,Won,2017-03-31
543,Zane Levy,GTX Plus Pro,Lexiqvolax,Won,2017-03-18
544,Corliss Cosme,GTX Basic,Ontomedia,Won,2017-06-06
545,Daniell Hammack,MG Advanced,Konex,Won,2017-05-20
546,Garret Kinder,GTX Plus Pro,Condax,Won,2017-06-05
547,Jonathan Berthelot,GTXPro,Hottechi,Won,2017-05-05
548,Jonathan Berthelot,MG Advanced,Domzoom,Won,2017-03-28
549,Kary Hendrixson,GTXPro,Xx-holding,Lost,2017-05-25
550,Kary Hendrixson,GTXPro,Hottechi,Won,2017-03-07
551,Kary Hendrixson,GTXPro,Labdrill,Won,2017-03-28
552,Lajuana Vencill,MG Advanced,Warephase,Lost,2017-03-11
553,Lajuana Vencill,MG Special,Domzoom,Won,2017-03-06
554,Markita Hansen,GTXPro,Nam-zim,Won,2017-05-03
555,Moses Frase,GTX Plus Basic,Codehow,Lost,2017-03-24
556,Zane Levy,GTX Basic,Lexiqvolax,Lost,2017-03-20
557,Anna Snelling,MG Advanced,Cancity,Lost,2017-03-09
558,Corliss Cosme,GTXPro,Globex Corporation,Engaging,
559,Darcel Schlecht,GTX Basic,Ron-tech,Won,2017-03-19
560,Kami Bicknell,GTX Basic,UNKNOWN,Engaging,
561,Kami Bicknell,GTXPro,J-Texon,Lost,2017-05-05
562,Lajuana Vencill,GTX Basic,Scottech,Won,2017-03-25
563,Markita Hansen,GTX Basic,UNKNOWN,Engaging,
564,Marty Freudenburg,MG Special,Betatech,Won,2017-06-06
565,Rosie Papadopoulos,GTX Plus Pro,Initech,Won,2017-05-07
566,Versie Hillebrand,MG Special,Konmatfix,Won,2017-05-20
567,Zane Levy,GTX Plus Basic,Y-corporation,Won,2017-05-03
568,Darcel Schlecht,GTX Plus Basic,Funholding,Won,2017-05-12
569,Elease Gluck,GTX Basic,Kan-code,Won,2017-06-07
570,Jonathan Berthelot,MG Special,Codehow,Lost,2017-05-15
571,Moses Frase,GTX Basic,Toughzap,Won,2017-05-07
572,Reed Clapper,GTX Plus Basic,Donquadtech,Won,2017-03-28
573,Rosie Papadopoulos,MG Advanced,UNKNOWN,Engaging,
574,Anna Snelling,MG Advanced,Inity,Lost,2017-05-05
575,Cecily Lampkin,MG Advanced,Finhigh,Lost,2017-05-28
576,Jonathan Berthelot,GTX Plus Basic,Hottechi,Won,2017-05-17
577,Lajuana Vencill,MG Special,dambase,Lost,2017-05-11
578,Reed Clapper,GTX Plus Basic,Umbrella Corporation,Won,2017-05-10
579,Rosalina Dieter,MG Special,Konex,Lost,2017-05-06
580,Rosalina Dieter,MG Special,Rantouch,Lost,2017-05-23
581,Versie Hillebrand,MG Special,Rundofase,Won,2017-03-16
582,Versie Hillebrand,MG Advanced,Statholdings,Won,2017-03-23
583,Vicki Laflamme,GTX Plus Basic,UNKNOWN,Engaging,
584,Violet Mclelland,MG Special,Acme Corporation,Lost,2017-05-06
585,Zane Levy,GTX Basic,Scotfind,Lost,2017-03-30
586,Daniell Hammack,GTXPro,Kan-code,Won,2017-03-31
587,Darcel Schlecht,GTX Plus Basic,Warephase,Won,2017-05-17
588,Kami Bicknell,GTX Basic,UNKNOWN,Engaging,
589,Kami Bicknell,GTX Plus Basic,Hatfan,Engaging,
590,Vicki Laflamme,GTX Basic,UNKNOWN,Engaging,
591,Cassey Cress,GTXPro,Opentech,Lost,2017-05-29
592,Daniell Hammack,GTX Plus Basic,Zathunicon,Won,2017-03-21
593,Kary Hendrixson,GTX Basic,Lexiqvolax,Won,2017-05-06
594,Markita Hansen,GTX Basic,J-Texon,Lost,2017-05-22
595,Maureen Marcano,GTX Basic,Dalttechnology,Won,2017-03-06
596,Reed Clapper,GTXPro,Acme Corporation,Lost,2017-05-07
597,Rosie Papadopoulos,MG Special,Bioplex,Won,2017-03-08
598,Vicki Laflamme,MG Special,Hottechi,Lost,2017-05-01
599,Violet Mclelland,MG Special,Initech,Won,2017-05-09
600,Wilburn Farren,MG Advanced,UNKNOWN,Engaging,
601,Zane Levy,GTXPro,Sonron,Won,2017-05-14
602,Cassey Cress,GTX Plus Pro,Vehement Capital Partners,Won,2017-05-13
603,Darcel Schlecht,GTXPro,Domzoom,Lost,2017-05-26
604,Donn Cantrell,GTX Plus Basic,The New York Inquirer,Won,2017-03-19
605,Garret Kinder,MG Special,Kinnamplus,Won,2017-05-22
606,Kami Bicknell,GTX Plus Basic,Dalttechnology,Lost,2017-05-24
607,Maureen Marcano,MG Advanced,Xx-holding,Won,2017-03-24
608,Rosalina Dieter,MG Advanced,Newex,Won,2017-03-19
609,Zane Levy,GTX Plus Pro,Hottechi,Won,2017-03-16
610,Anna Snelling,GTX Plus Pro,Treequote,Won,2017-05-08
611,Corliss Cosme,GTX Plus Pro,Xx-zobam,Won,2017-05-22
612,Darcel Schlecht,GTX Plus Basic,Statholdings,Won,2017-05-11
613,Garret Kinder,GTX Basic,Bluth Company,Lost,2017-05-10
614,James Ascencio,GTX Plus Pro,Cheers,Won,2017-03-06
615,James Ascencio,GTX Plus Pro,Golddex,Won,2017-06-06
616,Kary Hendrixson,GTX Plus Basic,Condax,Won,2017-03-30
617,Anna Snelling,GTX Plus Basic,Finhigh,Won,2017-06-01
618,Anna Snelling,GTX Plus Basic,Hottechi,Won,2017-05-02
619,Cassey Cress,MG Advanced,Condax,Won,2017-06-04
620,Corliss Cosme,GTX Plus Basic,Toughzap,Engaging,
621,Darcel Schlecht,GTXPro,Dontechi,Lost,2017-05-27
622,Darcel Schlecht,GTXPro,Finhigh,Lost,2017-05-18
623,Darcel Schlecht,MG Advanced,Streethex,Won,2017-05-07
624,James Ascencio,GTXPro,Blackzim,Engaging,
625,James Ascencio,GTX Plus Pro,J-Texon,Won,2017-05-20
626,Maureen Marcano,GTXPro,UNKNOWN,Engaging,
627,Maureen Marcano,GTX Plus Basic,Y-corporation,Lost,2017-05-08
628,Reed Clapper,MG Advanced,Bubba Gump,Lost,2017-03-30
629,Zane Levy,MG Special,Konmatfix,Engaging,
630,Anna Snelling,MG Special,Condax,Won,2017-05-25
631,Boris Faz,GTX Plus Pro,Acme Corporation,Won,2017-05-11
632,Cassey Cress,GTXPro,Umbrella Corporation,Lost,2017-03-13
633,Cecily Lampkin,MG Advanced,Domzoom,Won,2017-03-21
634,Elease Gluck,MG Advanced,Finjob,Won,2017-03-12
635,Garret Kinder,MG Special,Yearin,Won,2017-03-09
636,Gladys Colclough,MG Special,Funholding,Won,2017-05-11
637,Hayden Neloms,MG Advanced,Sonron,Won,2017-06-14
638,James Ascencio,GTX Plus Basic,Xx-holding,Won,2017-05-03
639,Jonathan Berthelot,GTX Basic,Rundofase,Lost,2017-03-06
640,Jonathan Berthelot,GTXPro,Rangreen,Won,2017-05-06
641,Kami Bicknell,MG Advanced,UNKNOWN,Engaging,
642,Markita Hansen,GTX Basic,UNKNOWN,Engaging,
643,Maureen Marcano,GTX Plus Basic,UNKNOWN,Engaging,
644,Niesha Huffines,MG Special,Genco Pura Olive Oil Company,Lost,2017-05-05
645,Versie Hillebrand,MG Special,Zumgoity,Lost,2017-05-22
646,Vicki Laflamme,MG Special,Hatfan,Won,2017-05-25
647,Vicki Laflamme,MG Special,J-Texon,Won,2017-06-05
648,Vicki Laflamme,MG Advanced,Goodsilron,Won,2017-03-13
649,Zane Levy,GTXPro,UNKNOWN,Engaging,
650,Cecily Lampkin,MG Special,Scottech,Lost,2017-05-19
651,Corliss Cosme,GTXPro,Bubba Gump,Won,2017-05-13
652,Darcel Schlecht,GTXPro,Domzoom,Lost,2017-05-31
653,Darcel Schlecht,GTXPro,Funholding,Won,2017-03-10
654,Elease Gluck,GTK 500,UNKNOWN,Engaging,
655,James Ascencio,GTX Plus Pro,Kan-code,Won,2017-05-16
656,Marty Freudenburg,GTX Plus Basic,Codehow,Won,2017-06-06
657,Moses Frase,GTX Plus Pro,Betatech,Won,2017-05-14
658,Rosalina Dieter,GTXPro,Scotfind,Won,2017-06-13
659,Versie Hillebrand,MG Advanced,Ron-tech,Won,2017-06-04
660,Vicki Laflamme,MG Special,Blackzim,Lost,2017-05-07
661,Cassey Cress,MG Advanced,Kan-code,Won,2017-03-17
662,Corliss Cosme,GTX Basic,UNKNOWN,Engaging,
663,Daniell Hammack,GTX Plus Basic,Zathunicon,Engaging,
664,Daniell Hammack,GTX Plus Basic,UNKNOWN,Engaging,
665,Darcel Schlecht,GTXPro,Zumgoity,Won,2017-03-10
666,Maureen Marcano,GTXPro,Zoomit,Lost,2017-05-26
667,Versie Hillebrand,MG Special,dambase,Won,2017-05-20
668,Versie Hillebrand,MG Special,Konmatfix,Won,2017-05-01
669,Violet Mclelland,GTX Plus Basic,UNKNOWN,Engaging,
670,Wilburn Farren,GTX Basic,Initech,Won,2017-05-26
671,Darcel Schlecht,GTX Basic,Toughzap,Won,2017-05-16
672,Darcel Schlecht,GTXPro,Dontechi,Won,2017-05-05
673,Darcel Schlecht,MG Advanced,Betatech,Won,2017-06-17
674,Gladys Colclough,MG Advanced,Dontechi,Lost,2017-06-17
675,Kami Bicknell,MG Special,Blackzim,Lost,2017-06-13
676,Lajuana Vencill,GTX Basic,Gogozoom,Won,2017-05-02
677,Lajuana Vencill,MG Advanced,Codehow,Won,2017-06-18
678,Rosalina Dieter,GTK 500,Groovestreet,Won,2017-06-07
679,Vicki Laflamme,GTX Plus Pro,Goodsilron,Lost,2017-05-18
680,Zane Levy,GTX Basic,Scotfind,Lost,2017-03-29
681,Boris Faz,GTX Plus Basic,UNKNOWN,Engaging,
682,Elease Gluck,GTK 500,Cheers,Lost,2017-05-09
683,Elease Gluck,MG Special,Kan-code,Lost,2017-05-01
684,Gladys Colclough,MG Advanced,Inity,Won,2017-05-14
685,Jonathan Berthelot,GTX Plus Basic,Warephase,Lost,2017-03-12
686,Kami Bicknell,GTX Plus Basic,UNKNOWN,Engaging,
687,Niesha Huffines,GTXPro,Conecom,Lost,2017-05-05
688,Versie Hillebrand,MG Special,Finhigh,Won,2017-03-30
689,Vicki Laflamme,GTX Plus Basic,Condax,Engaging,
690,Boris Faz,GTX Plus Basic,Konex,Won,2017-06-03
691,Cassey Cress,GTX Basic,Silis,Won,2017-06-04
692,Corliss Cosme,GTX Basic,Condax,Won,2017-05-05
693,Daniell Hammack,MG Special,Ganjaflex,Lost,2017-05-01
694,Donn Cantrell,MG Advanced,Umbrella Corporation,Lost,2017-05-11
695,Hayden Neloms,GTX Plus Basic,Goodsilron,Won,2017-06-20
696,Hayden Neloms,MG Advanced,Sunnamplex,Won,2017-05-01
697,James Ascencio,GTX Basic,Fasehatice,Won,2017-03-12
698,Jonathan Berthelot,GTX Basic,Globex Corporation,Lost,2017-05-16
699,Kami Bicknell,GTX Basic,Golddex,Lost,2017-05-23
700,Kami Bicknell,GTX Basic,Golddex,Won,2017-03-14
701,Kami Bicknell,GTX Basic,Lexiqvolax,Won,2017-06-09
702,Kary Hendrixson,GTXPro,Konex,Lost,2017-05-15
703,Marty Freudenburg,GTX Basic,Ron-tech,Won,2017-05-21
704,Maureen Marcano,GTX Plus Pro,Goodsilron,Won,2017-03-29
705,Niesha Huffines,GTX Plus Basic,Codehow,Won,2017-06-15
706,Reed Clapper,GTXPro,Bluth Company,Won,2017-05-09
707,Vicki Laflamme,MG Special,UNKNOWN,Engaging,
708,Violet Mclelland,GTXPro,Bubba Gump,Won,2017-05-16
709,Zane Levy,GTX Plus Basic,J-Texon,Lost,2017-06-10
710,Cecily Lampkin,MG Advanced,Warephase,Won,2017-05-09
711,Corliss Cosme,GTX Basic,Dontechi,Engaging,
712,Daniell Hammack,GTX Plus Basic,Silis,Lost,2017-05-18
713,Donn Cantrell,GTX Plus Pro,Acme Corporation,Won,2017-05-30
714,Gladys Colclough,GTX Plus Basic,Rundofase,Lost,2017-05-26
715,Hayden Neloms,GTX Plus Basic,Cheers,Engaging,
716,Kary Hendrixson,GTX Plus Pro,UNKNOWN,Engaging,
717,Kary Hendrixson,GTX Basic,Groovestreet,Won,2017-05-17
718,Kary Hendrixson,GTX Basic,Sunnamplex,Won,2017-05-02
719,Niesha Huffines,GTX Basic,dambase,Lost,2017-05-16
720,Vicki Laflamme,GTX Plus Pro,Fasehatice,Won,2017-05-19
721,Zane Levy,GTX Plus Basic,Fasehatice,Lost,2017-05-07
722,Zane Levy,GTX Plus Basic,Konex,Won,2017-06-02
723,Anna Snelling,MG Special,Cancity,Won,2017-05-04
724,Cassey Cress,GTX Basic,Sumace,Engaging,
725,Cassey Cress,MG Advanced,Yearin,Lost,2017-05-02
726,Cassey Cress,GTX Basic,Betasoloin,Won,2017-03-27
727,Darcel Schlecht,GTX Plus Basic,Ron-tech,Lost,2017-06-20
728,Darcel Schlecht,GTXPro,Condax,Won,2017-03-25
729,Elease Gluck,MG Special,Mathtouch,Engaging,
730,Elease Gluck,MG Advanced,Scotfind,Won,2017-05-09
731,Lajuana Vencill,GTX Basic,Isdom,Won,2017-05-13
732,Maureen Marcano,MG Special,UNKNOWN,Engaging,
733,Moses Frase,MG Special,Inity,Lost,2017-05-08
734,Reed Clapper,GTX Basic,Mathtouch,Won,2017-05-07
735,Vicki Laflamme,MG Special,Sonron,Lost,2017-05-24
736,Vicki Laflamme,MG Advanced,Green-Plus,Won,2017-05-04
737,Wilburn Farren,GTX Basic,UNKNOWN,Engaging,
738,Corliss Cosme,GTX Plus Pro,Gekko & Co,Won,2017-05-22
739,Hayden Neloms,MG Special,Isdom,Engaging,
740,Kami Bicknell,GTXPro,Zoomit,Engaging,
741,Kami Bicknell,GTX Plus Basic,Y-corporation,Lost,2017-05-22
742,Maureen Marcano,MG Special,UNKNOWN,Engaging,
743,Moses Frase,GTX Plus Basic,Rangreen,Won,2017-05-15
744,Vicki Laflamme,MG Advanced,Cheers,Won,2017-05-04
745,Violet Mclelland,MG Special,Mathtouch,Lost,2017-05-06
746,Zane Levy,GTX Basic,Sonron,Lost,2017-05-27
747,Zane Levy,GTX Basic,Finjob,Won,2017-06-23
748,Cassey Cress,GTXPro,UNKNOWN,Engaging,
749,Daniell Hammack,GTXPro,UNKNOWN,Engaging,
750,Daniell Hammack,MG Advanced,Condax,Lost,2017-05-06
751,Darcel Schlecht,GTX Plus Pro,Funholding,Won,2017-05-05
752,Elease Gluck,GTK 500,UNKNOWN,Engaging,
753,Hayden Neloms,GTX Plus Basic,Sonron,Lost,2017-05-11
754,Jonathan Berthelot,GTX Plus Basic,Streethex,Won,2017-05-19
755,Kami Bicknell,GTX Basic,Y-corporation,Engaging,
756,Kami Bicknell,GTXPro,Umbrella Corporation,Engaging,
757,Kami Bicknell,GTX Plus Pro,Scotfind,Won,2017-05-15
758,Marty Freudenburg,GTX Plus Basic,Konmatfix,Won,2017-03-28
759,Maureen Marcano,GTX Plus Basic,UNKNOWN,Engaging,
760,Reed Clapper,MG Advanced,Zotware,Won,2017-03-23
761,Rosie Papadopoulos,MG Special,Condax,Lost,2017-06-04
762,Versie Hillebrand,MG Special,Finhigh,Won,2017-06-03
763,Vicki Laflamme,GTXPro,Groovestreet,Lost,2017-05-28
764,Vicki Laflamme,MG Advanced,Singletechno,Won,2017-06-13
765,Cassey Cress,GTX Plus Pro,UNKNOWN,Engaging,
766,Cassey Cress,MG Special,Betatech,Engaging,
767,Cassey Cress,MG Advanced,UNKNOWN,Engaging,
768,Cassey Cress,GTX Basic,Plussunin,Won,2017-05-01
769,Corliss Cosme,MG Special,Umbrella Corporation,Lost,2017-03-31
770,Darcel Schlecht,MG Advanced,Scottech,Lost,2017-05-04
771,Elease Gluck,GTX Basic,Genco Pura Olive Oil Company,Engaging,
772,James Ascencio,MG Special,Scotfind,Won,2017-05-04
773,Jonathan Berthelot,GTX Basic,Stanredtax,Lost,2017-05-24
774,Jonathan Berthelot,GTX Basic,Codehow,Won,2017-05-04
775,Kami Bicknell,GTX Plus Basic,UNKNOWN,Engaging,
776,Kami Bicknell,GTX Basic,Hottechi,Won,2017-03-18
777,Kami Bicknell,GTX Plus Basic,Condax,Won,2017-06-07
778,Kary Hendrixson,GTXPro,UNKNOWN,Engaging,
779,Lajuana Vencill,GTX Basic,Conecom,Won,2017-05-10
780,Marty Freudenburg,MG Advanced,Condax,Lost,2017-05-13
781,Marty Freudenburg,GTX Plus Pro,Cancity,Won,2017-05-04
782,Niesha Huffines,MG Special,Funholding,Lost,2017-06-25
783,Rosalina Dieter,MG Special,Groovestreet,Won,2017-05-24
784,Versie Hillebrand,MG Advanced,Globex Corporation,Won,2017-05-13
785,Vicki Laflamme,MG Special,Konex,Lost,2017-05-29
786,Vicki Laflamme,GTX Basic,Plexzap,Won,2017-05-04
787,Violet Mclelland,MG Special,Iselectrics,Lost,2017-05-04
788,Wilburn Farren,MG Advanced,Kinnamplus,Won,2017-05-22
789,Zane Levy,GTXPro,Y-corporation,Lost,2017-05-10
790,Anna Snelling,GTX Plus Pro,Gogozoom,Won,2017-03-01
791,Corliss Cosme,GTX Basic,Betasoloin,Won,2017-05-25
792,Daniell Hammack,GTX Basic,Bioplex,Lost,2017-05-22
793,Daniell Hammack,MG Advanced,Yearin,Won,2017-03-02
794,Darcel Schlecht,GTXPro,Dontechi,Lost,2017-03-17
795,Darcel Schlecht,GTXPro,Statholdings,Lost,2017-05-18
796,Darcel Schlecht,GTXPro,Zumgoity,Lost,2017-05-09
797,Donn Cantrell,GTX Plus Pro,Acme Corporation,Won,2017-06-11
798,Hayden Neloms,GTX Plus Basic,Groovestreet,Lost,2017-05-02
799,Hayden Neloms,GTX Plus Basic,Plexzap,Lost,2017-05-11
800,Kary Hendrixson,GTX Basic,Faxquote,Won,2017-05-02
801,Marty Freudenburg,GTX Plus Basic,Rangreen,Won,2017-05-27
802,Maureen Marcano,GTX Plus Pro,Plexzap,Won,2017-05-23
803,Niesha Huffines,GTX Basic,Funholding,Lost,2017-05-25
804,Niesha Huffines,GTX Basic,Dontechi,Won,2017-06-05
805,Reed Clapper,GTX Plus Basic,Mathtouch,Won,2017-03-20
806,Vicki Laflamme,GTX Basic,Konex,Won,2017-03-23
807,Vicki Laflamme,MG Advanced,Sonron,Won,2017-06-13
808,Boris Faz,MG Advanced,Golddex,Engaging,
809,Cassey Cress,GTXPro,Ontomedia,Won,2017-03-20
810,Darcel Schlecht,GTX Plus Basic,Rangreen,Won,2017-03-30
811,Donn Cantrell,GTXPro,Umbrella Corporation,Won,2017-05-15
812,Elease Gluck,MG Special,Sunnamplex,Lost,2017-05-30
813,Elease Gluck,MG Special,Rantouch,Won,2017-05-09
814,Kami Bicknell,GTX Basic,Scotfind,Engaging,
815,Kami Bicknell,GTX Basic,Sonron,Won,2017-03-06
816,Lajuana Vencill,GTX Basic,Isdom,Lost,2017-05-26
817,Reed Clapper,GTX Basic,Opentech,Lost,2017-05-14
